time,mean,low_limit,upper_limit
2.991,0.00017644696396041935,8.717530529590479e-5,0.00032722776101954786
2.992,0.00017642904602232836,8.681522394424596e-5,0.0003285529340335297
2.993,0.00017643782596982784,8.670007908390213e-5,0.00032840451650734885
2.994,0.00017649272325966097,8.674370726222374e-5,0.0003264776042209667
2.995,0.0001765476078159075,8.636771783579952e-5,0.00032718813880395754
2.996,0.00017661624018935706,8.655570482926392e-5,0.0003284236566346961
2.997,0.00017670405885507557,8.571776233876131e-5,0.00032963074272431334
2.998,0.00017667203206457428,8.612425035048058e-5,0.00033040222557630187
2.999,0.00017676189911679563,8.640888102993957e-5,0.0003323203453463027
3.0,0.00017677284093118963,8.645729474078817e-5,0.0003328289516556648
3.001,0.00017676615129745332,8.68109873821686e-5,0.0003322864882039562
3.002,0.00017680184346141598,8.677727088441818e-5,0.0003327152316016768
3.003,0.00017689789815075678,8.669682997826531e-5,0.0003342478282203764
3.004,0.00017697009710421603,8.675607574588832e-5,0.0003330959362232328
3.005,0.00017694013786602393,8.666533067062243e-5,0.00033248436876213766
3.006,0.00017697457314037312,8.706658607719052e-5,0.00033123080492480526
3.007,0.0001769857656625702,8.727577430025496e-5,0.0003301213626124785
3.008,0.00017695003930836935,8.732591126360596e-5,0.0003308073960286206
3.009,0.0001769964538301386,8.743131851638843e-5,0.00032998386636647276
3.01,0.0001769800984002505,8.738159764378918e-5,0.0003310669962837551
3.011,0.00017695818056495907,8.714432019685474e-5,0.00033033190818796294
3.012,0.00017700790651712197,8.798034102247857e-5,0.00032991381290532003
3.013,0.00017703696271662413,8.79050839452202e-5,0.00033023237054960724
3.014,0.00017711452523345354,8.749202438802943e-5,0.0003305297612024537
3.015,0.0001771401634031072,8.763315492061709e-5,0.0003319887018707066
3.016,0.0001771871829236189,8.780903025128181e-5,0.00033161267032063283
3.017,0.00017720841230399253,8.748854366458106e-5,0.00033163258569558844
3.018,0.0001772406336287492,8.679753142233622e-5,0.000330909705733054
3.019,0.0001772302508855368,8.66430321285599e-5,0.0003283133689505201
3.02,0.00017724828073269083,8.693474046135783e-5,0.0003265178416684406
3.021,0.00017733671334808232,8.687983318536405e-5,0.00032608511270524986
3.022,0.00017732837462124557,8.707006927697034e-5,0.00032536973442071526
3.023,0.00017728509422436082,8.705203523388488e-5,0.0003243376601968034
3.024,0.00017729290403790845,8.7335680629617e-5,0.00032396704777763264
3.025,0.0001773481344588747,8.773815309025778e-5,0.00032507405999662384
3.026,0.00017741386437774596,8.749911029504664e-5,0.00032774465615091283
3.027,0.0001774601667249918,8.736925814925459e-5,0.00032616636553631895
3.028,0.00017754799682647253,8.70665044028341e-5,0.0003252756186563168
3.029,0.0001776014287040105,8.66850506769482e-5,0.000325684322317195
3.03,0.000177651715394877,8.652217556563257e-5,0.00032747374022160564
3.031,0.00017761685944129216,8.649034287744049e-5,0.00032593311814506343
3.032,0.00017756849411487737,8.64357981300545e-5,0.0003268289247026898
3.033,0.00017770329200534398,8.656167184403292e-5,0.00032963190105543896
3.034,0.00017765367825035104,8.645716868232191e-5,0.00032840677890460016
3.035,0.0001776388853563049,8.638884900283635e-5,0.0003299044415146759
3.036,0.0001777366328654465,8.572099132457936e-5,0.00032972289222240865
3.037,0.00017774453123126755,8.580876908562737e-5,0.0003304310571250564
3.038,0.00017777275192421127,8.549213685013864e-5,0.00032951503028914094
3.039,0.00017779183907722906,8.573500843031174e-5,0.00032913505689595945
3.04,0.00017783778187357876,8.624040806493007e-5,0.00033070783312887965
3.041,0.00017782645316347776,8.627353614019641e-5,0.0003310841011915465
3.042,0.00017781221012944817,8.680422870853752e-5,0.0003312329579070245
3.043,0.00017782834454843266,8.722526818569066e-5,0.0003311960376832935
3.044,0.0001779108363291773,8.731962735451578e-5,0.0003316123777223353
3.045,0.0001779132312871457,8.69962134378814e-5,0.00033109605312152954
3.046,0.0001779391656602172,8.651705765799517e-5,0.0003295655961938275
3.047,0.00017798982617113563,8.680953667783034e-5,0.00032846733093062886
3.048,0.0001780565473129354,8.665848262663951e-5,0.00033110695141138903
3.049,0.00017814505022411712,8.610249549693098e-5,0.00033031463317751574
3.05,0.00017826513350043582,8.617089489363598e-5,0.0003305354001499839
3.051,0.00017824506427753414,8.652372622801568e-5,0.00033040704814441967
3.052,0.00017834016880735755,8.649722315661105e-5,0.0003324264311416242
3.053,0.0001783734778729393,8.604916874094151e-5,0.0003315990945724579
3.054,0.000178432601969397,8.548836970816632e-5,0.00033244769872702463
3.055,0.00017848824884937893,8.589832584892576e-5,0.00033368550277561575
3.056,0.0001785050423725363,8.5794592676266e-5,0.0003315959089502442
3.057,0.00017862747769244587,8.558480437534076e-5,0.00033360046251662247
3.058,0.0001786035546472391,8.57113568170329e-5,0.00033385477844851216
3.059,0.00017867274924467008,8.482362886388626e-5,0.0003336914752037996
3.06,0.00017866859049098016,8.481372842038383e-5,0.00033211545442288464
3.061,0.0001786750137062521,8.511083164700077e-5,0.00032893929427166616
3.062,0.00017870732117018865,8.634645365252646e-5,0.00032952274989854024
3.063,0.00017869967670708494,8.65285884576174e-5,0.000329225572559955
3.064,0.00017868315260826084,8.574121576641247e-5,0.00033145198453301335
3.065,0.0001787634579659023,8.614203026007671e-5,0.0003319040497440078
3.066,0.0001787579027110794,8.56685069349302e-5,0.0003287779394495654
3.067,0.00017870282113264393,8.563986101854213e-5,0.0003276801568084291
3.068,0.00017880911844191672,8.543378188775371e-5,0.00032603241709431544
3.069,0.00017894758929666614,8.588890722472956e-5,0.0003243500167632131
3.07,0.00017904512342761773,8.57449697000947e-5,0.00032525953410410626
3.071,0.00017905526487659468,8.574920525184777e-5,0.00032696475688711983
3.072,0.00017913580790212584,8.593786985783908e-5,0.000328523293236278
3.073,0.00017930106143624716,8.628019135199536e-5,0.0003272378413881274
3.074,0.00017930121919439585,8.66397400317829e-5,0.00032503070625276896
3.075,0.00017929624707354618,8.653259606058509e-5,0.0003250696056223873
3.076,0.0001793156623059772,8.618696077116421e-5,0.0003240762712579672
3.077,0.00017942181742246004,8.59916707697324e-5,0.00032645057572946957
3.078,0.0001795525725140659,8.65835511052996e-5,0.00032511880945368816
3.079,0.00017955707049499233,8.648540672923537e-5,0.0003237618332829959
3.08,0.0001796509050030315,8.652506881211101e-5,0.00032518674737823166
3.081,0.00017964130812456823,8.646622294054807e-5,0.0003245861510084991
3.082,0.0001796428479254823,8.696069991930765e-5,0.00032564116450706216
3.083,0.0001796665562571914,8.682232170445358e-5,0.0003256106338422882
3.084,0.00017967733908710632,8.648855308949796e-5,0.00032583134222301084
3.085,0.0001797165900884196,8.607061642126877e-5,0.00032548779257934684
3.086,0.00017978283480194368,8.6118187246319e-5,0.0003247443289490819
3.087,0.0001797724688292507,8.622923544963622e-5,0.00032606279987022215
3.088,0.00017981202353689515,8.604506797645329e-5,0.0003267296643932389
3.089,0.00017981739484112345,8.63473619660626e-5,0.00032708308815330794
3.09,0.0001799041376385225,8.643096941056161e-5,0.0003255380982228426
3.091,0.00017989826834660137,8.644239286935689e-5,0.00032626167381876153
3.092,0.0001799556577356432,8.585969561525299e-5,0.00032799563069859316
3.093,0.00018003159041176997,8.607714672327608e-5,0.000328558369511846
3.094,0.00018004079659784492,8.585313023825735e-5,0.0003287098511473958
3.095,0.0001800614394557382,8.625162820229453e-5,0.0003289983841554873
3.096,0.0001800802385902967,8.652744011474034e-5,0.00032999257890891265
3.097,0.00018013684072084525,8.664905206455894e-5,0.00033121198917246105
3.098,0.00018010095958560424,8.659077218854395e-5,0.0003308985764066379
3.099,0.00018016685664643247,8.582170808882543e-5,0.00032944302228671827
3.1,0.0001801016068435934,8.573432271705003e-5,0.00032936029808424495
3.101,0.00018012845825629068,8.621003186058375e-5,0.000328856035302027
3.102,0.00018010432718859595,8.615316074954828e-5,0.0003277305339579487
3.103,0.00018015076074854794,8.550510068164479e-5,0.00032814237596402393
3.104,0.00018017269012357283,8.581348374763994e-5,0.00032816024117317955
3.105,0.0001801865248160015,8.52681014296825e-5,0.0003287020190588614
3.106,0.00018018035258693269,8.51811332272142e-5,0.0003291903092096386
3.107,0.0001801949800365896,8.480000812714387e-5,0.00032739590872323996
3.108,0.00018017022705013906,8.519695553124121e-5,0.0003268991263625104
3.109,0.00018016834593434869,8.504231221951331e-5,0.00032856725362231476
3.11,0.00018019252780824503,8.561464506828421e-5,0.0003296602602396013
3.111,0.0001801634230242343,8.529546662288552e-5,0.00033015018736981154
3.112,0.0001802620134014874,8.577466823649383e-5,0.00033191174664735923
3.113,0.00018036116192291526,8.611309804788644e-5,0.00033229743073434485
3.114,0.00018037133502468963,8.596837642899322e-5,0.0003320582777196192
3.115,0.00018029628218872682,8.62812780875949e-5,0.00033052178458159616
3.116,0.0001804044081803327,8.625668347856465e-5,0.00033100871578272155
3.117,0.0001804455554800788,8.550346021125117e-5,0.00033345683995969445
3.118,0.00018040283360721922,8.515251849693976e-5,0.0003316437088300081
3.119,0.0001804509291821969,8.582977614843265e-5,0.00033291840321183184
3.12,0.00018042703580416872,8.570498852981189e-5,0.00033267879226190044
3.121,0.00018040252922465178,8.593925008375703e-5,0.0003286205153220076
3.122,0.00018043922803422351,8.645605773757643e-5,0.00032905960246419966
3.123,0.00018051304332278103,8.570295039103916e-5,0.00032997508455437244
3.124,0.00018050616950465094,8.549393212516342e-5,0.00032912299174066745
3.125,0.000180575446051281,8.572467847128105e-5,0.00032987215917381436
3.126,0.00018056863131416176,8.573152671161868e-5,0.0003299968222072924
3.127,0.00018064187638001396,8.597672953252535e-5,0.0003305350643878686
3.128,0.00018075418521386476,8.602720120436298e-5,0.00033054465992806244
3.129,0.0001807548945899477,8.600177287223858e-5,0.00032908410662631525
3.13,0.00018088059753548292,8.62928668421381e-5,0.0003305026849760365
3.131,0.00018098507346572237,8.648849160421604e-5,0.0003303509888390628
3.132,0.00018107753520459134,8.660591719085318e-5,0.0003304325801097729
3.133,0.00018105772586716375,8.679069081221773e-5,0.0003306032538805799
3.134,0.0001812000663615559,8.654550177472464e-5,0.0003298739917227885
3.135,0.00018125611659876417,8.685534146766021e-5,0.00033063237317823503
3.136,0.00018125974025107506,8.695893501843357e-5,0.00033154912182921305
3.137,0.0001814632483535285,8.685439956682028e-5,0.00033086799545064107
3.138,0.00018150556385384802,8.686051397106085e-5,0.00032911007817388655
3.139,0.00018167058630581164,8.70206873388362e-5,0.00033053273203744154
3.14,0.0001816550659245922,8.697450934288402e-5,0.00033308514060212044
3.141,0.00018166071820014342,8.648193831706793e-5,0.0003320344721601103
3.142,0.00018175446931787418,8.701004808559915e-5,0.0003328469962829338
3.143,0.0001817637907242942,8.676052881831356e-5,0.00033311062567209276
3.144,0.00018186302181976528,8.756837111446717e-5,0.0003331288607179285
3.145,0.00018183890142648833,8.722766172381544e-5,0.00033397955248120096
3.146,0.00018192822721120383,8.772694264886608e-5,0.0003374853460295443
3.147,0.00018201838320847826,8.75234901161973e-5,0.0003377781986974187
3.148,0.00018195605411199848,8.77621278233215e-5,0.0003356317349857349
3.149,0.00018192165433500313,8.79148284846984e-5,0.0003320600196648302
3.15,0.00018205807835469217,8.735110596267952e-5,0.0003323000392990982
3.151,0.00018206373023978666,8.746476091670138e-5,0.0003314187856184297
3.152,0.00018208244987982404,8.691015333619784e-5,0.000331429695405261
3.153,0.00018213890532310236,8.646086879982877e-5,0.000333035256217408
3.154,0.00018218665947889948,8.662080191556773e-5,0.00032915369345706407
3.155,0.00018217780076481454,8.697262532640618e-5,0.0003294613278833405
3.156,0.00018221478200805593,8.698347574892556e-5,0.0003293856625261164
3.157,0.00018230832172182364,8.689131265002023e-5,0.0003273208311532878
3.158,0.00018231673007136986,8.733010273820658e-5,0.00032708220795844107
3.159,0.0001824471428586205,8.703358349429432e-5,0.0003290507854002199
3.16,0.00018241617540407196,8.694995388363936e-5,0.0003303322433022356
3.161,0.0001824083462871548,8.763186715452434e-5,0.00033075470100864447
3.162,0.00018243562471398624,8.81270145255061e-5,0.00033088880194197853
3.163,0.000182419965123675,8.784378536112815e-5,0.00033023392933237747
3.164,0.0001824581575444153,8.799006275305224e-5,0.00033074814597276226
3.165,0.00018256819105573208,8.74451799486196e-5,0.00033093858691001134
3.166,0.0001825569317723411,8.748063080428177e-5,0.00033271701623095186
3.167,0.00018261053658305616,8.704335172192598e-5,0.0003325625611778993
3.168,0.00018265394874928653,8.821706708939132e-5,0.00033320946243444664
3.169,0.00018271718646267158,8.78916965178133e-5,0.0003328307320754856
3.17,0.00018276583801327646,8.75920235268197e-5,0.00033338708046721924
3.171,0.0001827464419453531,8.804455475278882e-5,0.00033310802370502875
3.172,0.00018283647614166046,8.755815038497428e-5,0.00033290034548102314
3.173,0.00018287694324304587,8.796526408833244e-5,0.0003334919668630178
3.174,0.0001828397374344823,8.870763977129363e-5,0.000332822710860994
3.175,0.00018292793213976852,8.8070909910572e-5,0.000334264108468467
3.176,0.00018300827930495275,8.793264128793322e-5,0.0003350929802593611
3.177,0.00018303856602201342,8.808850923434645e-5,0.0003347017149221115
3.178,0.00018305165285843162,8.797065896396801e-5,0.0003346495153228893
3.179,0.00018297469017631958,8.800650567336189e-5,0.0003329958071058288
3.18,0.00018302979615265026,8.810969121552143e-5,0.000335123394545969
3.181,0.00018309070836345243,8.77284564308713e-5,0.00033492831852008874
3.182,0.00018316088736435927,8.77460589572046e-5,0.00033709089986160625
3.183,0.00018312800598501285,8.754182378859437e-5,0.0003342572528534424
3.184,0.00018324247064894578,8.752313080568589e-5,0.00033439454537344417
3.185,0.0001832316495893187,8.805661506832286e-5,0.0003365072590339821
3.186,0.00018328338361062697,8.730618006637869e-5,0.0003374612669666522
3.187,0.0001833116826158193,8.72901948978428e-5,0.0003372012723818956
3.188,0.00018330704466217862,8.771660172811776e-5,0.00033637425271919763
3.189,0.00018328612146959098,8.737437038161468e-5,0.00033796915013919543
3.19,0.00018331748329319296,8.746828206189887e-5,0.00033855621224010586
3.191,0.00018344984010470368,8.787212512517895e-5,0.0003377657522322199
3.192,0.0001834573974942515,8.76651004520814e-5,0.0003367196153055754
3.193,0.00018346566275803666,8.710397039021672e-5,0.00033586943922086685
3.194,0.00018353186127338637,8.774160130181955e-5,0.00033430451863860743
3.195,0.00018353526895773057,8.767597188109709e-5,0.00033418606872508827
3.196,0.00018353270334430167,8.813158422050354e-5,0.00033315691303861746
3.197,0.00018352848058642154,8.810607802162929e-5,0.0003309491340793112
3.198,0.00018364478844162964,8.793988559921802e-5,0.00033088598898366975
3.199,0.0001837342951330722,8.790549249431626e-5,0.00033204528567116337
3.2,0.00018372396734241795,8.765837394851978e-5,0.000332593837771313
3.201,0.0001837897723237398,8.746513926927155e-5,0.0003343202063374014
3.202,0.00018373524614855193,8.77855394455766e-5,0.0003343993894178684
3.203,0.0001837795640224471,8.824727612171681e-5,0.00033700340155953703
3.204,0.00018382862059018076,8.800242519064849e-5,0.00033605269555054445
3.205,0.00018386697008336417,8.765633198045506e-5,0.00033658365624334206
3.206,0.00018394062098378748,8.751989915324138e-5,0.000334441487906042
3.207,0.00018403300547808238,8.817699643258934e-5,0.0003340689202551844
3.208,0.00018410541862947443,8.784047191290434e-5,0.0003341086982798524
3.209,0.00018412029963773866,8.77898148595948e-5,0.0003338929745081996
3.21,0.0001842013982929418,8.784857246267906e-5,0.00033551655805256553
3.211,0.00018413917726165514,8.841087181927285e-5,0.00033548932785208523
3.212,0.00018420749017975327,8.870655042087778e-5,0.00033764054525738487
3.213,0.00018418013588076661,8.846736380439674e-5,0.0003385852960570454
3.214,0.0001843168221898152,8.797328923205444e-5,0.00033928461064592307
3.215,0.00018434529891361924,8.822755806728526e-5,0.0003391776457234418
3.216,0.00018437777483055126,8.834894550794619e-5,0.00033937754137795996
3.217,0.00018436886783468687,8.766786747824062e-5,0.00033875910698287666
3.218,0.00018447892387524998,8.790539337092927e-5,0.0003393057106053191
3.219,0.00018452796361047833,8.787050300542668e-5,0.00033812861091416234
3.22,0.00018447079711479033,8.838276812881299e-5,0.00033759303201736214
3.221,0.00018448673238431894,8.82029757148992e-5,0.0003366901543007658
3.222,0.000184441238890231,8.745976093360752e-5,0.00033814560158239044
3.223,0.00018454042765007325,8.76121054927859e-5,0.00033795127586517594
3.224,0.0001845264079021956,8.801356479094994e-5,0.00033811471541004846
3.225,0.00018461354118918638,8.798636484270257e-5,0.000338428900189222
3.226,0.00018468402389084087,8.83675802555232e-5,0.00033797264207117224
3.227,0.00018466167950243433,8.80617217389548e-5,0.0003406914681595067
3.228,0.00018468652456327063,8.804886105303692e-5,0.00033957168510972117
3.229,0.00018473321235270692,8.811362735614975e-5,0.0003384204054840945
3.23,0.00018477742701096186,8.762268612848332e-5,0.0003381426135549691
3.231,0.0001847851949363052,8.810407911327204e-5,0.00033966554200708684
3.232,0.00018488088058514593,8.783733228080417e-5,0.00033907402762689526
3.233,0.0001849941387436376,8.768333052916878e-5,0.0003386437336288145
3.234,0.00018511051053582327,8.807737444891715e-5,0.00033630425332255136
3.235,0.0001851441277126425,8.839800826685912e-5,0.00033726715141857617
3.236,0.00018514118071538094,8.790682753233258e-5,0.00033844334252966344
3.237,0.00018519549760833315,8.755140286252803e-5,0.0003408658839206621
3.238,0.0001851349253875806,8.79077489065711e-5,0.00034127359754949926
3.239,0.00018523471349945691,8.807708531768216e-5,0.00034135198227980165
3.24,0.000185372666181707,8.701234113793203e-5,0.0003457079736619102
3.241,0.0001854089981904738,8.730696628332109e-5,0.0003453265743576921
3.242,0.00018530173487525661,8.744834603053702e-5,0.0003446856476413511
3.243,0.00018530674633213356,8.714664524814807e-5,0.00034705576116682236
3.244,0.00018533966708939747,8.679289400053165e-5,0.00034517046082495036
3.245,0.00018535838869506336,8.591947352157219e-5,0.0003447772999551282
3.246,0.00018531983972235679,8.619355385332681e-5,0.0003444345860392924
3.247,0.00018527298243898178,8.681784719531772e-5,0.00034402553860408204
3.248,0.00018526782803090426,8.651045516220283e-5,0.0003420981200232112
3.249,0.00018536416395804976,8.60449052275747e-5,0.00034229489828231576
3.25,0.0001853860998668718,8.502175882663232e-5,0.0003438545621099527
3.251,0.00018550893169039516,8.53742745161657e-5,0.00034522651189635096
3.252,0.00018550842972010832,8.543745582325902e-5,0.00034458637299859465
3.253,0.00018554817515144433,8.551523730453549e-5,0.00034387628866474305
3.254,0.0001855705789450262,8.57567691551994e-5,0.00034353287920073697
3.255,0.00018566924598757063,8.6143005319646e-5,0.0003427555142732006
3.256,0.000185696697443064,8.62128606703523e-5,0.00034245673462804393
3.257,0.0001857139607950629,8.602172570560949e-5,0.000341813470444469
3.258,0.00018577129593622485,8.628255199570335e-5,0.0003408573653580521
3.259,0.00018580248885101733,8.607208434029896e-5,0.0003402920512044845
3.26,0.0001857372023245116,8.54668477768765e-5,0.0003390349587739656
3.261,0.00018592118385239863,8.58984389373451e-5,0.000340061141922491
3.262,0.00018609706524128753,8.569264239482264e-5,0.000341403268454064
3.263,0.00018616517884642299,8.568689336580561e-5,0.0003393287931126365
3.264,0.00018613926813014115,8.575959174586931e-5,0.0003388980554980298
3.265,0.00018620154931714165,8.619388190756007e-5,0.00033944897805405984
3.266,0.00018627927739938376,8.571260086429751e-5,0.0003422757407953444
3.267,0.00018634117359669225,8.54533970438052e-5,0.0003420694393026002
3.268,0.00018642626653221487,8.623756099737224e-5,0.00034333505986576404
3.269,0.00018641713582868798,8.565524922857584e-5,0.0003439946908520052
3.27,0.0001864494994406084,8.574296447595026e-5,0.0003438713419672548
3.271,0.0001864916608791617,8.597506615561814e-5,0.0003416687868139839
3.272,0.0001865407270240223,8.611741362971452e-5,0.00034196381150954314
3.273,0.00018664618614992764,8.595821051495992e-5,0.00034345598987182567
3.274,0.00018658516752202193,8.54955524748648e-5,0.00034141724775337126
3.275,0.00018664257890455268,8.526755305087182e-5,0.00034479702771418564
3.276,0.00018665272071549042,8.508463834851866e-5,0.0003438675947824594
3.277,0.0001867714655156655,8.491788641482361e-5,0.00034211669071286646
3.278,0.0001867991514801945,8.459659694208467e-5,0.0003426257779678236
3.279,0.00018689172685952917,8.468153357635236e-5,0.0003421386597718079
3.28,0.0001869509736239681,8.441778701244354e-5,0.0003447880467952878
3.281,0.0001870105158355704,8.427448432503327e-5,0.00034473842786052314
3.282,0.00018701738807743349,8.510241461619762e-5,0.00034416343660964154
3.283,0.00018715959535290183,8.504355447539221e-5,0.00034538483259453516
3.284,0.00018727238463059624,8.490934137679642e-5,0.00034697664834876056
3.285,0.00018730933668044368,8.527841592993635e-5,0.00034537740037351885
3.286,0.00018731795434097004,8.489163038300353e-5,0.00034515683041769386
3.287,0.000187307771363008,8.525490007201403e-5,0.0003441475794551742
3.288,0.00018731416456405658,8.555708890396876e-5,0.0003430044004544615
3.289,0.00018739599531491925,8.55405526375016e-5,0.0003414053433061803
3.29,0.00018739245498823075,8.555449478291274e-5,0.00034329605013103245
3.291,0.00018736685296403277,8.479306000058916e-5,0.0003452001039081395
3.292,0.0001872990420182925,8.550172627529504e-5,0.00034351060036370146
3.293,0.00018734075779106566,8.56400723351717e-5,0.0003455041224017086
3.294,0.0001874076505062925,8.56049848167102e-5,0.0003444178502537402
3.295,0.00018752721262737723,8.536966438849018e-5,0.00034222894514698366
3.296,0.00018755387895805567,8.543777430424255e-5,0.0003417207464056992
3.297,0.000187648709853866,8.541443247295117e-5,0.00034274494924812495
3.298,0.00018769070937155806,8.525914795473839e-5,0.0003411467596022518
3.299,0.0001877671851832338,8.478074464851818e-5,0.0003413696240225909
3.3,0.00018782944318556806,8.48918856846282e-5,0.0003428060556506185
3.301,0.00018782874842924118,8.4862002075458e-5,0.00034296277980144546
3.302,0.00018787047558732536,8.568342109088194e-5,0.0003422447044945677
3.303,0.00018792076102024384,8.535091584187142e-5,0.00034200399430108863
3.304,0.0001878843841005815,8.56771292071708e-5,0.00034288312999209423
3.305,0.00018800975213811456,8.572105289809633e-5,0.00034448633244207747
3.306,0.00018802165172332932,8.587785056120077e-5,0.0003428465254348309
3.307,0.0001880759200351788,8.564197759455656e-5,0.000342936450078697
3.308,0.00018805053223561226,8.582827754625167e-5,0.0003420480514428039
3.309,0.00018806953604725364,8.534123413117138e-5,0.0003434768099252974
3.31,0.00018820821624044174,8.589724511452803e-5,0.00034278440223994844
3.311,0.00018828995360918485,8.598441995163957e-5,0.0003429008236753974
3.312,0.0001882605474666218,8.509013831705541e-5,0.0003438679484555544
3.313,0.0001883255404617657,8.421084075007557e-5,0.00034380698301604573
3.314,0.00018839721861889532,8.465121674181823e-5,0.000342642373509397
3.315,0.00018842265222799448,8.442374803684002e-5,0.00034154375664042494
3.316,0.00018849478318057764,8.470700116404456e-5,0.00034288271598594976
3.317,0.00018854539008054293,8.432177316672892e-5,0.0003437051685522096
3.318,0.00018855847630304824,8.454169961556038e-5,0.0003452179357363448
3.319,0.00018858387243741531,8.481629927703902e-5,0.0003453908814754125
3.32,0.00018863668355785913,8.555726851689152e-5,0.0003466971215532209
3.321,0.00018869062796277017,8.581425009913876e-5,0.0003472592281674058
3.322,0.00018879985149311023,8.625585068635094e-5,0.00034707445152861816
3.323,0.0001889293970362159,8.593769771481527e-5,0.000349078726492224
3.324,0.00018897079940266863,8.578148236681245e-5,0.00034762259968653346
3.325,0.00018902300246854915,8.557947202741327e-5,0.0003492105372900027
3.326,0.00018914402282260142,8.574131732626137e-5,0.00035115899692160756
3.327,0.00018915553060202219,8.555557404815351e-5,0.0003508924908575196
3.328,0.00018921744743304614,8.564186203302726e-5,0.0003532577596364751
3.329,0.00018936118483100587,8.567513538871891e-5,0.00035264812896926344
3.33,0.00018945661734057854,8.615661751668925e-5,0.00035306203643242334
3.331,0.00018951778206730642,8.623708412618317e-5,0.00035288837861748327
3.332,0.00018947623071333155,8.656272090923163e-5,0.0003537953474454747
3.333,0.0001895267758701143,8.635798341637325e-5,0.00035281229954900527
3.334,0.0001896922457525623,8.650794755191355e-5,0.00035337482791321395
3.335,0.00018968972929981774,8.619710412992735e-5,0.0003548175302871175
3.336,0.00018973503612922248,8.648408383589018e-5,0.0003540930555499211
3.337,0.0001897566560154791,8.686070276670848e-5,0.00035278403996893813
3.338,0.00018984184403157494,8.691417058925965e-5,0.0003531201925402169
3.339,0.00018986801178735483,8.692729917779933e-5,0.0003549810221498325
3.34,0.00018988923656729415,8.730370382710959e-5,0.0003569629384373215
3.341,0.00018991059971920876,8.701228725279346e-5,0.0003538981004695606
3.342,0.00019002043949148818,8.736605349790376e-5,0.00035507899139668273
3.343,0.0001900936035833759,8.838652929472849e-5,0.0003534833672626578
3.344,0.00019011106461037353,8.862953081494458e-5,0.0003536678037030875
3.345,0.00019015270716370194,8.914002369698166e-5,0.0003550033677990771
3.346,0.00019013326788665192,8.91330307007618e-5,0.0003558794220527749
3.347,0.00019018754930917722,8.909826828604235e-5,0.0003558955262341636
3.348,0.00019029728993384074,8.913820047138458e-5,0.00035652752597100214
3.349,0.00019035586244569598,8.859735980410919e-5,0.000356856899766962
3.35,0.00019043310963211588,8.939440047632066e-5,0.00036023619923504643
3.351,0.0001904781843730409,8.906291846891686e-5,0.0003619437322516085
3.352,0.00019054621538053525,8.902576910522736e-5,0.00036326091338625315
3.353,0.0001905483515396011,8.900915930945067e-5,0.00036517388270978596
3.354,0.00019046811697452946,8.916637968793949e-5,0.0003660933394837413
3.355,0.0001905187677299499,8.899761273724884e-5,0.0003665223304156279
3.356,0.0001905029765920415,8.895021109267513e-5,0.0003662724434008234
3.357,0.00019055968092435653,8.881980933612106e-5,0.00036717442577053824
3.358,0.00019068127489145573,8.834618475012931e-5,0.00036937366963583706
3.359,0.00019078233491395227,8.832696867837123e-5,0.0003691862085560344
3.36,0.00019076912411695635,8.845537757579042e-5,0.0003689589917920385
3.361,0.000190797833832102,8.9365350070167e-5,0.00036674314452155086
3.362,0.0001908614666536699,8.900424358283011e-5,0.00036482349911398643
3.363,0.0001908965537136064,8.937724255333996e-5,0.0003646976929997431
3.364,0.00019097528521969944,8.930981768409289e-5,0.00036422746321432395
3.365,0.0001909176793168756,8.920620217255069e-5,0.0003652080681937137
3.366,0.00019096799993622272,8.939465185710008e-5,0.0003687307035390633
3.367,0.00019099512204906287,8.98348321354154e-5,0.000368189474633059
3.368,0.00019100008789189963,8.918301695722507e-5,0.00036669280550435533
3.369,0.0001909866066551979,8.937495419514418e-5,0.00036702773710729406
3.37,0.00019107141316010196,8.911820985221783e-5,0.00036553703668770244
3.371,0.00019099828478482908,8.895534635359055e-5,0.0003643886806071045
3.372,0.00019089500610150947,8.857145463510792e-5,0.00036261645943946505
3.373,0.00019084761493179994,8.836145560137294e-5,0.00036140377377197607
3.374,0.0001908664116302778,8.841287681715188e-5,0.0003607773966821132
3.375,0.0001908781461808518,8.855228818835313e-5,0.0003630361568340523
3.376,0.00019092561183611887,8.863438096988631e-5,0.0003645882558687217
3.377,0.0001909561365415035,8.854722678515911e-5,0.0003650645877049299
3.378,0.0001910324398638297,8.825892074984594e-5,0.0003649007912163264
3.379,0.0001910454581517057,8.8867879199001e-5,0.00036427111646319184
3.38,0.0001911168714631461,8.907539378207995e-5,0.0003650256894017456
3.381,0.00019113176915607069,8.984068830202969e-5,0.00036657028488150655
3.382,0.00019114321306026757,9.01297104615911e-5,0.000366439407907435
3.383,0.0001911384677573467,9.064103738327334e-5,0.0003630226393703587
3.384,0.00019114230032015781,8.977658585984367e-5,0.00036356348440682315
3.385,0.0001910684440974147,8.999303156821553e-5,0.0003651335865555319
3.386,0.00019114227972140256,8.962804124741056e-5,0.0003668110453954383
3.387,0.00019120269588308202,8.913457573352362e-5,0.0003679927337357894
3.388,0.00019116041672494758,8.907450690115638e-5,0.0003703394178622773
3.389,0.00019114831529113584,8.940739897680494e-5,0.0003677654030078821
3.39,0.00019113647252051998,8.935486494164864e-5,0.00036791390399006356
